Student_ID,Student_Name,Enrollment_Number,Grade_Level,Current_Semester,Academic_Year,Age,Section,Enrollment_Status,Admission_Date,Previous_Scores_Semester_Wise,Cumulative_GPA,Class_Participation_Score,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Data_Entry_Date
STU04153,Student_3154,2020-CS-04154,4,8,2020-2021,22,A,Active,2020-06-01,53|56|61|66|67|66,5.8,90,18,79,Medium,Medium,No,8,70,High,Yes,3,Medium,Medium,Public,Positive,3,No,College,Near,Female,68,2025-12-03
STU04154,Student_3155,2022-CS-04155,3,5,2022-2023,22,D,Active,2022-07-24,68|65|68|65,5.8,76,14,78,High,High,Yes,5,90,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,68,2025-12-03
STU04155,Student_3156,2022-CS-04156,3,5,2022-2023,21,C,Active,2022-06-15,54|59|64|62,5.4,68,10,77,High,High,No,7,84,Low,Yes,2,Low,High,Private,Neutral,1,No,High School,Far,Male,64,2025-12-03
STU04156,Student_3157,2023-CS-04157,2,4,2023-2024,22,C,Active,2023-08-22,60|59,5.8,87,13,80,Medium,High,No,9,88,Medium,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Near,Male,68,2025-12-03
STU04157,Student_3158,2022-CS-04158,3,6,2022-2023,24,B,Active,2022-06-16,53|63|69|55,5.8999999999999995,89,21,98,Low,High,Yes,8,51,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,69,2025-12-03
STU04158,Student_3159,2023-CS-04159,2,3,2023-2024,21,A,Active,2023-08-01,62|64,6.0,76,28,82,Medium,High,No,7,71,Low,Yes,1,Medium,High,Public,Neutral,3,No,High School,Near,Male,70,2025-12-03
STU04159,Student_3160,2022-CS-04160,3,5,2022-2023,21,A,Active,2022-07-18,66|63|62|67,6.3,95,22,98,Medium,Medium,Yes,6,93,Medium,Yes,4,Low,Medium,Public,Neutral,4,No,High School,Near,Female,73,2025-12-03
STU04160,Student_3161,2021-CS-04161,4,7,2021-2022,23,D,Active,2021-08-24,50|56|56|62|61|69,5.6000000000000005,81,16,67,High,Medium,Yes,9,74,Medium,Yes,1,High,High,Public,Positive,3,No,Postgraduate,Moderate,Male,66,2025-12-03
STU04161,Student_3162,2020-CS-04162,4,7,2020-2021,23,B,Active,2020-06-26,53|61|61|60|67|61,5.8,64,23,89,Low,Medium,No,5,85,Low,Yes,0,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,68,2025-12-03
STU04162,Student_3163,2021-CS-04163,4,7,2021-2022,23,B,Active,2021-07-09,62|54|53|54|64|63,5.8,100,17,92,Low,Medium,Yes,8,88,High,No,1,High,Medium,Public,Neutral,3,No,High School,Near,Female,68,2025-12-03
STU04163,Student_3164,2020-CS-04164,4,7,2020-2021,22,A,Active,2020-08-17,53|49|59|59|58|66,5.5,58,16,87,Low,Medium,Yes,10,56,Low,Yes,2,Medium,High,Private,Neutral,0,No,Postgraduate,Moderate,Female,65,2025-12-03
STU04164,Student_3165,2020-CS-04165,4,7,2020-2021,23,B,Active,2020-06-03,56|56|62|65|58|69,5.6000000000000005,96,13,84,Medium,Medium,Yes,8,58,High,Yes,2,Low,Low,Public,Neutral,3,No,Postgraduate,Near,Female,66,2025-12-03
STU04165,Student_3166,2020-CS-04166,4,7,2020-2021,22,B,Active,2020-08-14,45|55|58|55|57|58,5.2,85,9,83,High,Low,Yes,7,86,Medium,Yes,0,Low,Medium,Public,Negative,1,No,College,Far,Female,62,2025-12-03
STU04166,Student_3167,2021-CS-04167,4,7,2021-2022,25,C,Active,2021-08-11,50|53|61|65|62|59,5.699999999999999,84,18,94,Low,Low,Yes,7,53,Low,Yes,3,Medium,High,Private,Neutral,2,No,High School,Near,Female,67,2025-12-03
STU04167,Student_3168,2020-CS-04168,4,7,2020-2021,22,B,Active,2020-08-12,55|62|62|72|65|73,6.3,100,21,93,Medium,High,Yes,6,67,High,Yes,1,Medium,High,Public,Positive,3,No,Postgraduate,Near,Female,73,2025-12-03
STU04168,Student_3169,2021-CS-04169,4,8,2021-2022,24,D,Active,2021-07-24,49|53|57|61|63|60,5.5,68,19,65,Medium,Low,Yes,6,96,Medium,Yes,2,Medium,High,Private,Neutral,2,No,Postgraduate,Near,Male,65,2025-12-03
STU04169,Student_3170,2023-CS-04170,2,4,2023-2024,21,D,Active,2023-08-26,66|66,6.0,100,18,94,High,Low,No,7,79,High,Yes,2,High,Medium,Private,Neutral,4,No,High School,Near,Female,70,2025-12-03
STU04170,Student_3171,2022-CS-04171,3,5,2022-2023,23,D,On-Leave,2022-08-23,52|63|70|73,5.8,80,14,77,High,Medium,Yes,8,96,Medium,Yes,3,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,68,2025-12-03
STU04171,Student_3172,2022-CS-04172,3,6,2022-2023,23,D,On-Leave,2022-07-19,60|62|49|78,5.699999999999999,70,24,70,High,Medium,Yes,9,65,Medium,Yes,3,Medium,Low,Private,Positive,3,No,High School,Moderate,Male,67,2025-12-03
STU04172,Student_3173,2020-CS-04173,4,8,2020-2021,25,C,Active,2020-07-06,61|59|58|48|62|64,5.6000000000000005,100,12,95,Low,Medium,Yes,4,82,High,Yes,2,Low,Medium,Public,Negative,3,No,High School,Moderate,Male,66,2025-12-03
STU04173,Student_3174,2021-CS-04174,4,7,2021-2022,25,D,Active,2021-06-20,45|57|63|60|62|65,5.5,52,25,77,Medium,Low,No,4,64,Low,Yes,3,Low,Medium,Public,Neutral,4,Yes,College,Near,Female,65,2025-12-03
STU04174,Student_3175,2022-CS-04175,3,6,2022-2023,21,B,Active,2022-06-16,56|63|69|64,5.6000000000000005,75,14,92,High,Low,Yes,9,56,Low,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,66,2025-12-03
STU04175,Student_3176,2021-CS-04176,4,7,2021-2022,22,C,Active,2021-08-25,50|49|60|63|63|62,5.6000000000000005,64,15,71,High,High,No,7,100,Low,Yes,2,Low,Low,Public,Neutral,4,No,High School,Near,Male,66,2025-12-03
STU04176,Student_3177,2021-CS-04177,4,8,2021-2022,23,A,Active,2021-06-04,49|47|48|49|51|60,5.0,71,11,60,Medium,High,No,7,59,High,Yes,2,Low,Medium,Public,Positive,1,No,College,Moderate,Male,60,2025-12-03
STU04177,Student_3178,2020-CS-04178,4,7,2020-2021,24,D,Active,2020-06-25,52|52|51|63|67|58,5.6000000000000005,83,17,80,High,Low,Yes,8,59,Medium,Yes,0,High,High,Public,Negative,4,No,College,Near,Female,66,2025-12-03
STU04178,Student_3179,2022-CS-04179,3,6,2022-2023,24,A,Active,2022-07-07,59|57|63|69,5.8,51,26,64,High,Medium,Yes,7,92,Low,Yes,2,Low,High,Private,Positive,4,No,College,Moderate,Female,68,2025-12-03
STU04179,Student_3180,2020-CS-04180,4,7,2020-2021,25,A,Active,2020-08-13,68|59|67|69|67|75,6.2,61,23,90,Medium,Medium,Yes,10,90,Low,Yes,3,Low,Medium,Public,Positive,5,No,High School,Near,Male,72,2025-12-03
STU04180,Student_3181,2020-CS-04181,4,8,2020-2021,23,A,Active,2020-07-19,54|60|57|64|66|71,5.8,70,26,71,Low,High,No,8,99,Medium,No,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,68,2025-12-03
STU04181,Student_3182,2022-CS-04182,3,5,2022-2023,24,B,Active,2022-07-06,68|65|66|63,5.699999999999999,91,23,78,Medium,Medium,Yes,6,54,High,Yes,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,67,2025-12-03
STU04182,Student_3183,2022-CS-04183,3,6,2022-2023,23,C,Active,2022-07-13,42|62|67|61,5.2,82,13,63,High,Medium,No,6,55,High,Yes,0,Medium,Low,Public,Positive,4,No,Postgraduate,Near,Male,62,2025-12-03
STU04183,Student_3184,2023-CS-04184,2,3,2023-2024,22,A,Active,2023-07-14,56|70,5.6000000000000005,89,18,71,Medium,Medium,No,7,72,High,Yes,0,High,High,Public,Positive,5,No,College,Moderate,Female,66,2025-12-03
STU04184,Student_3185,2023-CS-04185,2,3,2023-2024,21,A,Active,2023-08-16,70|56,5.8999999999999995,88,15,91,High,Medium,No,6,80,Medium,Yes,0,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Male,69,2025-12-03
STU04185,Student_3186,2021-CS-04186,4,8,2021-2022,24,C,Active,2021-07-16,52|55|47|52|65|62,5.4,56,28,66,Medium,Medium,No,10,52,Low,Yes,0,Low,High,Public,Positive,3,No,High School,Near,Male,64,2025-12-03
STU04186,Student_3187,2022-CS-04187,3,6,2022-2023,21,C,Active,2022-07-19,50|53|52|61,5.300000000000001,79,13,86,Low,Medium,No,7,58,Medium,No,0,Medium,Medium,Private,Positive,3,No,High School,Near,Male,63,2025-12-03
STU04187,Student_3188,2023-CS-04188,2,4,2023-2024,22,D,Active,2023-06-12,73|77,6.4,91,25,97,Low,High,Yes,5,85,Medium,Yes,2,High,Medium,Public,Positive,2,No,,Near,Male,74,2025-12-03
STU04188,Student_3189,2021-CS-04189,4,7,2021-2022,22,A,Active,2021-08-14,56|60|66|70|69|76,6.2,83,25,87,High,Medium,Yes,8,83,Medium,Yes,0,Medium,High,Private,Positive,4,No,College,Moderate,Male,72,2025-12-03
STU04189,Student_3190,2021-CS-04190,4,8,2021-2022,25,A,Active,2021-06-07,68|52|70|71|61|71,6.1,94,31,92,Medium,Medium,Yes,9,54,Medium,No,1,Low,Medium,Private,Positive,3,No,College,Near,Male,71,2025-12-03
STU04190,Student_3191,2021-CS-04191,4,7,2021-2022,22,A,Active,2021-07-03,55|48|55|58|54|60,5.4,57,18,64,Low,High,Yes,9,97,Medium,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Moderate,Female,64,2025-12-03
STU04191,Student_3192,2023-CS-04192,2,4,2023-2024,21,A,Active,2023-07-09,68|71,5.5,59,24,70,High,High,No,6,63,Low,No,0,Low,Medium,Public,Neutral,3,No,High School,Near,Male,65,2025-12-03
STU04192,Student_3193,2022-CS-04193,3,5,2022-2023,22,D,Active,2022-08-03,61|55|77|82,6.5,100,34,96,Medium,Medium,Yes,5,94,High,Yes,1,Medium,High,Public,Negative,5,Yes,High School,Moderate,Female,75,2025-12-03
STU04193,Student_3194,2020-CS-04194,4,7,2020-2021,23,D,Active,2020-08-12,61|57|55|66|70|63,5.8999999999999995,86,16,89,High,Medium,No,9,96,Medium,Yes,2,Medium,Low,Public,Positive,3,No,College,Far,Male,69,2025-12-03
STU04194,Student_3195,2021-CS-04195,4,7,2021-2022,23,D,Active,2021-06-25,54|52|60|48|62|61,5.5,100,11,86,Medium,Medium,No,5,75,Medium,Yes,1,Medium,Low,Public,Neutral,4,No,Postgraduate,Moderate,Female,65,2025-12-03
STU04195,Student_3196,2023-CS-04196,2,4,2023-2024,21,D,Active,2023-08-01,65|59,5.0,67,9,87,Low,Low,No,8,71,Low,No,0,Low,High,Public,Neutral,1,No,College,Moderate,Male,60,2025-12-03
STU04196,Student_3197,2023-CS-04197,2,4,2023-2024,22,B,On-Leave,2023-08-21,68|62,5.8999999999999995,75,24,77,Medium,Medium,Yes,6,64,Medium,Yes,2,High,Medium,Public,Positive,4,No,High School,Near,Male,69,2025-12-03
STU04197,Student_3198,2020-CS-04198,4,8,2020-2021,25,B,Active,2020-08-26,51|56|55|57|62|54,5.5,76,9,62,High,High,Yes,9,90,High,Yes,4,High,Medium,Public,Neutral,4,No,College,Far,Male,65,2025-12-03
STU04198,Student_3199,2020-CS-04199,4,8,2020-2021,22,A,Active,2020-07-06,52|60|57|72|63|55,5.699999999999999,71,18,91,Low,Medium,Yes,5,60,Low,Yes,0,High,High,Private,Positive,4,No,High School,Moderate,Male,67,2025-12-03
STU04199,Student_3200,2023-CS-04200,2,4,2023-2024,20,B,Active,2023-07-26,68|62,6.0,72,23,87,High,Low,No,6,81,Low,Yes,5,Medium,High,Private,Neutral,2,No,High School,Far,Female,70,2025-12-03
STU04200,Student_3201,2022-CS-04201,3,5,2022-2023,24,C,On-Leave,2022-07-28,59|57|59|69,5.6000000000000005,61,21,79,Medium,Low,Yes,8,78,Low,Yes,1,Low,High,Public,Positive,4,No,College,Moderate,Female,66,2025-12-03
STU04201,Student_3202,2020-CS-04202,4,8,2020-2021,23,D,Active,2020-06-07,49|56|58|69|63|62,5.8999999999999995,87,23,96,Medium,Medium,Yes,8,62,Medium,Yes,0,Low,High,Public,Neutral,4,No,High School,Moderate,Female,69,2025-12-03
STU04202,Student_3203,2023-CS-04203,2,4,2023-2024,21,A,Active,2023-06-20,66|62,5.8999999999999995,65,21,73,Medium,Medium,Yes,9,99,Medium,Yes,2,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Male,69,2025-12-03
STU04203,Student_3204,2020-CS-04204,4,8,2020-2021,22,C,Active,2020-08-01,52|61|45|57|60|73,5.8,56,28,72,High,Medium,Yes,8,92,Low,Yes,1,Medium,Medium,Public,Negative,2,No,High School,Near,Female,68,2025-12-03
STU04204,Student_3205,2022-CS-04205,3,5,2022-2023,22,D,Active,2022-08-26,64|63|65|68,6.0,90,14,95,Medium,Medium,Yes,8,51,Medium,Yes,5,Medium,Medium,Private,Positive,4,No,College,Near,Female,70,2025-12-03
STU04205,Student_3206,2021-CS-04206,4,7,2021-2022,24,B,Active,2021-07-28,55|56|67|57|62|64,5.6000000000000005,100,16,92,Medium,Low,No,9,71,High,Yes,2,Low,Medium,Private,Neutral,2,No,High School,Moderate,Female,66,2025-12-03
STU04206,Student_3207,2020-CS-04207,4,8,2020-2021,24,D,Active,2020-07-04,57|51|55|51|65|55,5.5,75,15,81,High,Medium,No,5,68,Low,No,0,Medium,High,Public,Positive,3,No,High School,Near,Female,65,2025-12-03
STU04207,Student_3208,2022-CS-04208,3,5,2022-2023,23,C,Active,2022-07-28,59|67|70|61,5.5,70,25,65,Low,Medium,No,6,94,Medium,Yes,1,Low,High,Public,Negative,4,No,College,Near,Male,65,2025-12-03
STU04208,Student_3209,2023-CS-04209,2,4,2023-2024,23,B,On-Leave,2023-06-02,59|62,5.5,67,25,69,Low,Medium,Yes,5,63,Medium,Yes,1,High,Medium,Private,Neutral,2,No,High School,Near,Male,65,2025-12-03
STU04209,Student_3210,2020-CS-04210,4,8,2020-2021,25,D,Active,2020-06-03,61|58|59|68|65|66,5.8999999999999995,87,23,86,Low,Medium,Yes,4,100,Medium,Yes,0,Low,High,Public,Negative,3,No,Postgraduate,Near,Male,69,2025-12-03
STU04210,Student_3211,2020-CS-04211,4,8,2020-2021,24,A,Active,2020-06-08,52|64|62|62|55|71,5.8999999999999995,79,27,75,Medium,Medium,No,8,60,Medium,Yes,4,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Female,69,2025-12-03
STU04211,Student_3212,2023-CS-04212,2,4,2023-2024,23,B,Active,2023-08-04,55|65,5.5,74,13,93,Medium,High,No,9,62,Low,Yes,0,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,65,2025-12-03
STU04212,Student_3213,2021-CS-04213,4,8,2021-2022,24,A,On-Leave,2021-07-10,60|60|72|70|72|83,6.6000000000000005,100,30,98,High,High,Yes,8,83,High,No,1,Low,High,Public,Neutral,3,No,High School,Near,Female,76,2025-12-03
STU04213,Student_3214,2023-CS-04214,2,4,2023-2024,21,B,Active,2023-08-01,77|68,6.2,68,29,92,Medium,High,No,8,58,Low,Yes,2,Medium,Low,Private,Neutral,3,No,College,Near,Male,72,2025-12-03
STU04214,Student_3215,2020-CS-04215,4,8,2020-2021,25,A,Active,2020-07-10,48|64|52|63|61|65,5.699999999999999,81,24,75,Medium,Low,No,7,94,Medium,Yes,2,Medium,High,Public,Negative,4,No,High School,Near,Male,67,2025-12-03
STU04215,Student_3216,2023-CS-04216,2,4,2023-2024,22,B,Active,2023-06-24,76|68,6.4,87,31,92,High,Medium,Yes,7,55,Medium,Yes,3,Low,High,Public,Positive,3,No,High School,Near,Male,74,2025-12-03
STU04216,Student_3217,2022-CS-04217,3,6,2022-2023,24,C,Active,2022-06-14,54|63|70|76,5.6000000000000005,88,10,74,Medium,Medium,Yes,10,99,High,Yes,2,Medium,High,Public,Neutral,3,No,College,Near,Male,66,2025-12-03
STU04217,Student_3218,2023-CS-04218,2,4,2023-2024,20,B,Active,2023-07-16,54|61,5.6000000000000005,74,17,67,High,High,Yes,9,94,Medium,Yes,2,Low,Low,Private,Positive,3,No,High School,Near,Female,66,2025-12-03
STU04218,Student_3219,2020-CS-04219,4,7,2020-2021,22,D,Active,2020-08-06,48|60|58|64|60|67,5.6000000000000005,78,16,61,Medium,High,No,6,92,High,Yes,4,High,High,Public,Neutral,3,No,High School,Near,Male,66,2025-12-03
STU04219,Student_3220,2023-CS-04220,2,4,2023-2024,22,C,Active,2023-06-09,66|69,6.1,100,24,75,Low,High,Yes,9,70,High,Yes,5,High,High,Public,Negative,5,No,College,Near,Female,71,2025-12-03
STU04220,Student_3221,2021-CS-04221,4,7,2021-2022,24,B,On-Leave,2021-08-20,51|62|51|59|70|70,5.6000000000000005,89,14,96,Medium,Low,No,9,76,Medium,Yes,0,Low,High,Public,Neutral,3,No,High School,Moderate,Male,66,2025-12-03
STU04221,Student_3222,2023-CS-04222,2,3,2023-2024,22,D,Active,2023-06-03,56|59,5.5,84,25,70,Low,High,No,8,73,High,Yes,1,Low,Low,Public,Negative,2,No,Postgraduate,Near,Male,65,2025-12-03
STU04222,Student_3223,2021-CS-04223,4,8,2021-2022,22,C,Active,2021-06-28,59|62|66|55|71|62,5.8999999999999995,65,28,68,Low,High,Yes,8,99,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Near,Female,69,2025-12-03
STU04223,Student_3224,2022-CS-04224,3,6,2022-2023,24,D,Active,2022-08-17,67|54|59|75,5.8999999999999995,75,24,99,Medium,Low,Yes,8,52,Low,Yes,1,Low,High,Public,Negative,2,No,High School,Near,Male,69,2025-12-03
STU04224,Student_3225,2021-CS-04225,4,7,2021-2022,22,A,Active,2021-07-04,59|53|53|56|61|63,5.300000000000001,50,22,61,Medium,Medium,Yes,5,69,Low,Yes,2,Low,High,Public,Neutral,2,No,,Far,Female,63,2025-12-03
STU04225,Student_3226,2023-CS-04226,2,3,2023-2024,22,D,Active,2023-07-25,62|56,5.8,100,14,91,Low,Medium,No,5,98,High,Yes,0,High,High,Public,Neutral,3,No,High School,Near,Female,68,2025-12-03
STU04226,Student_3227,2020-CS-04227,4,7,2020-2021,24,C,Active,2020-07-27,49|46|59|59|59|60,5.4,71,15,73,Medium,Medium,No,8,68,Medium,Yes,1,High,Medium,Public,Neutral,3,No,,Near,Female,64,2025-12-03
STU04227,Student_3228,2021-CS-04228,4,8,2021-2022,24,B,Active,2021-07-23,61|59|57|55|66|62,5.4,64,27,61,Medium,Medium,No,5,70,Medium,Yes,2,Low,Low,Public,Neutral,2,No,College,Near,Male,64,2025-12-03
STU04228,Student_3229,2022-CS-04229,3,6,2022-2023,23,C,Active,2022-08-01,61|64|72|75,6.3,100,25,97,Medium,High,Yes,5,82,High,Yes,1,Low,High,Public,Negative,5,No,College,Moderate,Male,73,2025-12-03
STU04229,Student_3230,2021-CS-04230,4,7,2021-2022,24,C,Active,2021-07-27,57|59|56|57|62|63,5.6000000000000005,89,20,66,Low,High,Yes,4,95,High,Yes,2,High,Medium,Public,Neutral,2,No,High School,Moderate,Female,66,2025-12-03
STU04230,Student_3231,2021-CS-04231,4,7,2021-2022,24,B,Active,2021-08-26,49|56|62|59|70|58,5.699999999999999,62,17,82,Medium,High,No,6,65,Low,Yes,4,Low,Medium,Private,Positive,3,No,High School,Moderate,Female,67,2025-12-03
STU04231,Student_3232,2021-CS-04232,4,8,2021-2022,23,C,Active,2021-08-20,46|50|59|58|54|51,5.300000000000001,72,8,71,High,Medium,Yes,8,97,Medium,Yes,3,Medium,Medium,Private,Neutral,1,Yes,High School,Near,Female,63,2025-12-03
STU04232,Student_3233,2022-CS-04233,3,5,2022-2023,22,B,Active,2022-08-03,47|46|61|53,5.1,82,14,63,Medium,Medium,Yes,8,64,High,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,61,2025-12-03
STU04233,Student_3234,2023-CS-04234,2,4,2023-2024,21,A,Active,2023-07-16,70|71,6.1,81,31,62,Medium,Medium,Yes,8,91,High,Yes,4,High,High,Public,Positive,4,No,High School,Moderate,Male,71,2025-12-03
STU04234,Student_3235,2021-CS-04235,4,8,2021-2022,22,B,Active,2021-06-17,54|47|55|55|57|58,5.1,67,12,65,Low,Medium,Yes,6,64,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Female,61,2025-12-03
STU04235,Student_3236,2021-CS-04236,4,8,2021-2022,25,C,Active,2021-08-01,54|55|53|53|55|60,5.2,55,21,63,Medium,Low,Yes,7,54,Low,Yes,1,Medium,Medium,Private,Positive,3,No,College,Moderate,Female,62,2025-12-03
STU04236,Student_3237,2020-CS-04237,4,8,2020-2021,24,C,Active,2020-07-15,63|63|59|66|67|72,6.4,83,26,90,High,High,Yes,8,91,Medium,Yes,1,High,High,Private,Neutral,4,Yes,High School,Near,Male,74,2025-12-03
STU04237,Student_3238,2022-CS-04238,3,6,2022-2023,22,C,Active,2022-08-19,69|61|67|59,5.5,77,12,79,Medium,Medium,No,8,73,Medium,Yes,2,Medium,Medium,Private,Neutral,4,No,High School,Near,Male,65,2025-12-03
STU04238,Student_3239,2021-CS-04239,4,8,2021-2022,22,C,Active,2021-07-15,52|60|48|56|63|61,5.4,56,21,74,Low,Low,Yes,6,70,Low,Yes,2,Low,High,Public,Positive,3,No,High School,Moderate,Female,64,2025-12-03
STU04239,Student_3240,2022-CS-04240,3,6,2022-2023,24,A,Active,2022-08-08,55|57|63|56,5.6000000000000005,73,26,77,Low,Low,No,7,71,Medium,Yes,1,Medium,High,Public,Neutral,4,No,Postgraduate,Moderate,Male,66,2025-12-03
STU04240,Student_3241,2021-CS-04241,4,7,2021-2022,24,A,Active,2021-07-15,60|65|62|58|65|69,6.2,93,20,97,High,High,Yes,4,81,Medium,Yes,1,Medium,Medium,Public,Positive,2,Yes,High School,,Male,72,2025-12-03
STU04241,Student_3242,2023-CS-04242,2,3,2023-2024,22,D,Active,2023-06-02,66|74,6.6000000000000005,96,37,96,High,Medium,Yes,7,63,Medium,Yes,0,Medium,High,Private,Positive,4,No,High School,Near,Male,76,2025-12-03
STU04242,Student_3243,2023-CS-04243,2,3,2023-2024,23,C,Active,2023-08-22,63|71,5.699999999999999,82,10,89,Medium,Medium,Yes,6,62,Medium,Yes,4,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,67,2025-12-03
STU04243,Student_3244,2021-CS-04244,4,7,2021-2022,25,C,Active,2021-07-04,58|61|60|62|70|67,6.1,80,26,95,Medium,High,No,9,74,Low,Yes,3,Low,Medium,Private,Neutral,3,Yes,High School,Near,Female,71,2025-12-03
STU04244,Student_3245,2023-CS-04245,2,4,2023-2024,23,C,Active,2023-06-26,65|62,5.5,71,19,73,High,Medium,No,6,52,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,65,2025-12-03
STU04245,Student_3246,2021-CS-04246,4,7,2021-2022,22,C,Active,2021-06-25,50|54|72|61|55|60,5.8,70,25,75,Low,Low,Yes,7,82,Medium,Yes,3,Medium,High,Private,Negative,4,No,Postgraduate,Near,Male,68,2025-12-03
STU04246,Student_3247,2023-CS-04247,2,3,2023-2024,21,D,Active,2023-06-15,60|61,5.8,64,23,85,Medium,Medium,Yes,6,91,Low,Yes,1,Low,High,Public,Neutral,3,No,High School,Far,Male,68,2025-12-03
STU04247,Student_3248,2020-CS-04248,4,7,2020-2021,24,C,Active,2020-06-14,49|64|62|60|60|64,5.699999999999999,72,16,85,High,Low,Yes,6,86,Low,Yes,3,High,High,Private,Neutral,2,No,High School,Far,Male,67,2025-12-03
STU04248,Student_3249,2020-CS-04249,4,7,2020-2021,23,B,Active,2020-07-08,60|49|48|61|65|69,5.4,73,21,79,Medium,Low,No,8,73,Medium,Yes,1,Low,Low,Public,Neutral,2,No,High School,Near,Female,64,2025-12-03
STU04249,Student_3250,2020-CS-04250,4,7,2020-2021,25,B,Active,2020-08-06,46|48|62|56|55|60,5.0,70,9,76,Low,High,No,6,78,Low,No,0,Medium,Medium,Public,Negative,4,Yes,Postgraduate,Near,Male,60,2025-12-03
STU04250,Student_3251,2022-CS-04251,3,6,2022-2023,23,A,Active,2022-06-12,59|65|67|72,6.0,79,24,99,Medium,Medium,No,10,51,Low,Yes,1,Low,Medium,Public,Neutral,3,No,,Near,Male,70,2025-12-03
STU04251,Student_3252,2022-CS-04252,3,5,2022-2023,23,A,Active,2022-08-26,60|68|63|80,6.3,95,22,93,High,Medium,Yes,4,96,High,Yes,1,High,Low,Private,Positive,2,No,College,Near,Male,73,2025-12-03
STU04252,Student_3253,2020-CS-04253,4,7,2020-2021,23,B,Active,2020-07-19,54|50|74|60|65|58,5.8999999999999995,56,24,77,Medium,Medium,Yes,8,78,Low,Yes,2,High,High,Private,Positive,3,No,High School,Moderate,Male,69,2025-12-03
STU04253,Student_3254,2022-CS-04254,3,5,2022-2023,22,B,Active,2022-08-15,61|72|69|59,6.0,90,26,89,High,Medium,No,7,66,Medium,Yes,0,Low,Medium,Public,Neutral,5,Yes,College,Near,Male,70,2025-12-03
STU04254,Student_3255,2023-CS-04255,2,4,2023-2024,22,B,Active,2023-06-09,56|66,5.4,49,22,71,Medium,Medium,No,7,65,Low,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Male,64,2025-12-03
STU04255,Student_3256,2021-CS-04256,4,8,2021-2022,22,D,Active,2021-07-20,55|51|57|52|53|49,5.4,84,21,64,High,Low,Yes,7,83,High,Yes,2,Low,Low,Public,Neutral,3,No,High School,Moderate,Female,64,2025-12-03
STU04256,Student_3257,2021-CS-04257,4,7,2021-2022,25,C,Active,2021-07-04,57|54|57|43|60|65,5.5,68,15,74,High,Medium,Yes,8,79,Medium,Yes,0,High,Medium,Public,Negative,3,No,College,Near,Male,65,2025-12-03
STU04257,Student_3258,2021-CS-04258,4,7,2021-2022,23,D,Active,2021-08-28,40|52|53|53|64|65,5.2,62,16,76,Medium,Medium,No,7,59,Low,Yes,0,Low,Medium,Public,Neutral,2,No,College,Near,Female,62,2025-12-03
STU04258,Student_3259,2020-CS-04259,4,8,2020-2021,24,A,Active,2020-08-12,68|47|58|65|56|70,5.4,70,27,61,Medium,Medium,Yes,9,70,Medium,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,,Male,64,2025-12-03
STU04259,Student_3260,2022-CS-04260,3,5,2022-2023,22,D,Active,2022-07-22,65|57|61|67,6.2,91,29,93,Medium,Medium,Yes,7,84,Medium,Yes,0,High,Medium,Public,Neutral,3,No,College,Moderate,Male,72,2025-12-03
STU04260,Student_3261,2023-CS-04261,2,4,2023-2024,22,D,Active,2023-07-20,59|68,5.4,93,19,74,Medium,Low,Yes,5,65,High,No,1,Low,High,Public,Positive,3,No,High School,Near,Male,64,2025-12-03
STU04261,Student_3262,2023-CS-04262,2,3,2023-2024,20,D,Active,2023-06-06,62|70,5.699999999999999,85,20,83,Medium,Medium,Yes,7,75,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,67,2025-12-03
STU04262,Student_3263,2020-CS-04263,4,8,2020-2021,23,B,Active,2020-07-15,52|54|54|62|60|58,5.4,44,15,63,High,High,Yes,9,63,Low,No,4,High,High,Private,Negative,3,No,College,Near,Male,64,2025-12-03
